dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
7_7,5_1_3_8,40.519,40.519,42.855,42.855,-3.097,-3.097,-17.308,-17.308,0.824,1.141,0.9,1.125,-1.379,-8.539,-0.2,0.45,0.66,0.06,-0.027,0.273,-0.261,0.52,2.25,1.02,1.08,1.75,642.238,467.957,164.182,98.427,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,5.904,7.998,40.519,40.519,40.519,0,-17.308,-17.308,0,5.904
3_6,6_3_2_9,35.386,37.473,36.959,39.551,-15.591,-16.091,-15.913,-17.346,1.133,0.84,0.907,1.032,-1.098,-8.449,0,0.42,0.06,-0.2,-0.519,0.256,0.396,0.005,1,1.08,2.25,1.1,60.96,291.269,98.427,642.238,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,6.717,9.989,35.386,37.473,35.386,-2.087,-15.913,-17.346,1.433,6.717
8_8,4_6_4_2,38.848,38.848,37.883,37.883,-7.606,-7.606,-17.348,-17.348,1.22,0.88,1.117,0.997,-0.569,-7.725,-0.17,0.66,0,-0.27,-0.493,0.297,0.422,-0.349,1.5,1,1.53,1.02,185.535,164.182,60.96,334.486,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,8.877,7.054,37.883,37.883,37.883,0,-17.348,-17.348,0,7.054
3_6,5_3_4_3,42.532,43.213,43.477,43.274,-10.51,-14.874,-17.569,-17.348,0.996,1.118,0.863,1.123,0.533,-7.092,-0.2,-0.27,0.06,-0.27,0.105,0.235,0.146,0.36,2.25,1.08,1.53,1.53,642.238,334.486,98.427,334.486,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,8.349,8.631,42.532,43.213,42.532,-0.682,-17.569,-17.348,-0.221,8.349
6_8,4_6_4_3,29.714,28.633,29.168,30.236,-20.806,-19.483,-17.53,-17.448,1.02,1.081,1.13,1.101,0.643,-6.88,-0.17,-0.27,0,-0.27,0.078,0.226,0.194,-0.314,1.5,1,1.53,1.53,185.535,334.486,60.96,334.486,0.895,1.043,-0.348,-9.411,0,0.45,-0.35,-0.368,1,1.75,60.96,467.957,10.054,6.531,29.168,28.633,28.633,0.535,-20.806,-19.483,-1.323,6.531
2_6,4_4_2_1,37.866,37.292,36.961,37.315,-16.422,-17.617,-16.609,-17.488,1.01,1.07,0.998,1.081,1.01,-7.73,-0.17,0.06,-0.27,-0.2,0.249,0.224,-0.169,0.28,1.5,1.53,2.25,1.08,185.535,98.427,334.486,642.238,1.071,0.882,-0.457,-9.433,0.66,0,-0.38,-0.33,1.02,1,164.182,60.96,10.443,7.273,36.961,37.292,36.961,-0.331,-16.609,-17.617,1.008,7.273
4_9,4_6_2_3,36.196,29.238,35.759,33.519,-11.502,-10.725,-12.139,-17.529,0.993,1.079,1.106,1.098,0.796,-6.916,-0.17,-0.27,0,-0.2,0.134,0.219,-0.138,-0.262,1.5,1,2.25,1.53,185.535,334.486,60.96,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,9.699,6.369,35.759,29.238,29.238,6.521,-12.139,-17.529,5.391,6.369
6_7,3_4_1_2,27.012,26.765,28.758,29.422,-17.857,-18.097,-18.948,-17.541,1.077,1.013,1.146,0.92,-1.851,-7.64,-0.27,0.66,-0.27,0.66,-0.299,0.312,-0.11,0.179,1.53,1.53,1.02,1.02,334.486,164.182,334.486,164.182,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,5.785,7.346,27.012,26.765,26.765,0.247,-18.948,-18.097,-0.851,5.785
3_9,1_3_3_7,40.016,40.309,41.561,41.977,-17.369,-13.943,-17.82,-17.552,1.057,1.001,1.027,1.039,-0.778,-7.534,0.06,-0.01,0.06,0.06,0.188,0.242,0.257,0.366,1.08,1.08,1.08,2.7,98.427,636.378,98.427,98.427,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.412,7.157,40.016,40.309,40.016,-0.293,-17.82,-17.552,-0.269,7.157
4_9,3_4_6_5,37.342,34.768,40.149,39.3,-8.694,-7.7,-8.601,-17.556,1.02,1.08,1.132,1.103,0.64,-6.885,-0.27,-0.2,-0.27,0,0.076,0.226,0.199,-0.311,1.53,1.53,1,2.25,334.486,642.238,334.486,60.96,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,9.543,6.339,37.342,34.768,34.768,2.574,-8.694,-17.556,8.861,6.339
4_7,4_4_4_6,43.399,44.405,41.007,43.279,-8.754,-9.277,-17.593,-17.574,1.026,1.052,0.996,1.11,0.569,-7.462,-0.17,0,-0.27,-0.27,-0.255,0.253,0.231,0.253,1.5,1.53,1.53,1,185.535,60.96,334.486,334.486,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,8.119,7.48,41.007,43.279,41.007,-2.272,-17.593,-17.574,-0.018,7.48
1_5,1_2_4_2,52.194,47.788,49.775,47.528,-7.222,-7.611,-9.174,-17.578,0.994,1.09,0.902,1.182,-0.37,-8.386,0.06,0.66,-0.2,-0.27,0.279,0.232,-0.19,0.416,1.08,2.25,1.53,1.02,98.427,164.182,642.238,334.486,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,8.059,9.804,49.775,47.528,47.528,2.247,-9.174,-17.578,8.404,8.059
2_4,3_6_2_5,38.439,37.734,42.524,44.837,-5.76,-3.256,-19.93,-17.581,1.068,1.146,1.002,1.032,0.909,-7.034,-0.27,-0.2,0,-0.2,0.126,0.216,-0.344,-0.035,1.53,1,2.25,2.25,334.486,642.238,60.96,642.238,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,9.861,6.821,38.439,37.734,37.734,0.705,-19.93,-17.581,-2.35,6.821
2_4,4_1_6_6,33.954,32.627,35.694,33.137,-15.22,-23.393,-22.22,-17.602,0.87,1.115,1.057,1.033,-0.614,-8.161,-0.17,0,0.66,0,-0.088,0.261,-0.221,-0.253,1.5,1.02,1,1,185.535,60.96,164.182,60.96,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,8.339,7.948,33.954,32.627,32.627,1.328,-22.22,-23.393,1.173,7.948
2_2,5_3_4_7,34.743,34.743,35.721,35.721,-13.121,-13.121,-17.602,-17.602,1.092,0.905,1.013,1.054,-0.505,-7.104,-0.2,-0.01,0.06,-0.27,-0.269,0.266,0.354,0.274,2.25,1.08,1.53,2.7,642.238,636.378,98.427,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,9.24,5.368,34.743,34.743,34.743,0,-17.602,-17.602,0,5.368
3_5,2_2_1_9,47.245,37.452,47.253,39.2,-1.734,-1.911,-14.475,-17.642,1.09,0.937,1.031,1.017,-2.035,-8.998,0.66,0.42,-0.2,0.66,-0.339,0.308,0.077,-0.106,1.02,2.25,1.02,1.1,164.182,291.269,642.238,164.182,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,5.436,10.618,47.245,37.452,37.452,9.793,-14.475,-17.642,3.167,5.436
8_9,3_3_2_6,27.17,27.873,29.405,28.553,-23.898,-16.099,-25.837,-17.646,1.057,1.054,1.014,1.039,0.419,-7.302,-0.27,0,0.06,-0.2,0.061,0.236,0.316,-0.095,1.53,1.08,2.25,1,334.486,60.96,98.427,642.238,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,9.545,5.717,27.17,27.873,27.17,-0.703,-25.837,-17.646,-8.191,5.717
1_3,2_2_6_2,36.314,36.2,37.581,37.712,-16.444,-16.089,-17.498,-17.656,1.084,0.894,1.02,1.136,-1.562,-8.571,0.66,0.66,-0.2,0,-0.354,0.302,0.056,-0.154,1.02,2.25,1,1.02,164.182,164.182,642.238,60.96,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,6.187,10.349,36.314,36.2,36.2,0.113,-17.498,-17.656,0.158,6.187
5_8,5_2_3_6,47.383,57.639,46.487,59.279,-4.243,8.001,1.164,-17.67,0.957,1.03,0.797,1.156,0.641,-7.998,-0.2,0,-0.2,0.06,-0.174,0.242,-0.096,0.412,2.25,2.25,1.08,1,642.238,60.96,642.238,98.427,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,9.531,7.652,46.487,57.639,46.487,-11.152,-4.243,-17.67,13.427,7.652
8_9,2_6_6_5,33.374,34.267,38.07,36.63,-7.583,-7.929,-15.996,-17.679,1.116,0.906,1.06,0.929,-0.933,-7.994,0.66,-0.2,0,0,-0.387,0.289,-0.14,-0.308,1.02,1,1,2.25,164.182,642.238,60.96,60.96,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,8.193,6.408,33.374,34.267,33.374,-0.893,-15.996,-17.679,1.683,6.408
6_8,1_2_4_6,38.978,38.79,34.901,37.698,-15.623,-17.087,-17.076,-17.711,0.986,1.068,0.933,1.146,0.959,-7.809,0.06,0,-0.2,-0.27,0.255,0.226,-0.161,0.317,1.08,2.25,1.53,1,98.427,60.96,642.238,334.486,0.895,1.043,-0.348,-9.411,0,0.45,-0.35,-0.368,1,1.75,60.96,467.957,10.37,7.461,34.901,37.698,34.901,-2.797,-17.076,-17.711,0.635,7.461
3_6,2_6_2_8,34.464,30.459,35.24,32.688,-15.378,-15.785,-17.737,-17.725,1.158,1.042,0.895,1.059,-1.368,-8.536,0.66,0.45,0,-0.2,-0.354,0.297,-0.147,0.047,1.02,1,2.25,1.75,164.182,467.957,60.96,642.238,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,6.447,10.076,34.464,30.459,30.459,4.005,-17.737,-17.725,-0.012,6.447
6_7,2_1_6_9,28.887,27.517,30.14,29.517,-16.541,-16.514,-17.795,-17.766,0.957,1.011,0.942,0.964,-2.608,-8.946,0.66,0.42,0.66,0,-0.229,0.317,-0.107,-0.184,1.02,1.02,1,1.1,164.182,291.269,164.182,60.96,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,5.028,8.652,28.887,27.517,27.517,1.37,-17.795,-17.766,-0.029,5.028
6_9,2_4_3_2,36.088,33.661,37.553,37.197,-14.851,-13.931,-17.804,-17.793,1.145,0.871,0.937,1.136,-1.729,-8.495,0.66,0.66,-0.27,0.06,-0.405,0.324,0.454,0.349,1.02,1.53,1.08,1.02,164.182,164.182,334.486,98.427,0.896,1.023,-0.657,-9.131,0,0.42,-0.355,-0.364,1,1.1,60.96,291.269,7.402,7.838,36.088,33.661,33.661,2.427,-17.804,-17.793,-0.011,7.402
8_8,5_1_3_8,36.373,36.373,37.786,37.786,-13.603,-13.603,-17.796,-17.796,0.824,1.141,0.9,1.125,-1.379,-8.539,-0.2,0.45,0.66,0.06,-0.027,0.273,-0.261,0.52,2.25,1.02,1.08,1.75,642.238,467.957,164.182,98.427,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,8.068,7.868,36.373,36.373,36.373,0,-17.796,-17.796,0,7.868
5_7,4_3_1_2,44.67,40.639,38.191,40.102,-18.816,-15.332,-19.975,-17.798,0.995,1.012,1.045,0.978,-2.102,-8.456,-0.17,0.66,0.06,0.66,-0.256,0.319,-0.13,0.381,1.5,1.08,1.02,1.02,185.535,164.182,98.427,164.182,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,5.674,8.687,38.191,40.102,38.191,-1.91,-19.975,-17.798,-2.177,5.674
2_5,5_3_4_1,48.065,41.766,57.168,43.381,7.663,-17.413,-14.73,-17.804,1.021,1.08,0.866,1.112,0.356,-7.787,-0.2,0.06,0.06,-0.27,0.2,0.232,0.148,0.352,2.25,1.08,1.53,1.08,642.238,98.427,98.427,334.486,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,9.282,7.394,48.065,41.766,41.766,6.299,-14.73,-17.804,3.074,7.394
3_3,1_2_1_9,38.383,38.383,41.952,41.952,-15.044,-15.044,-17.818,-17.818,1.001,1.09,1.013,1.005,-1.757,-8.562,0.06,0.42,-0.2,0.66,0.288,0.235,-0.138,-0.089,1.08,2.25,1.02,1.1,98.427,291.269,642.238,164.182,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,5.357,10.482,38.383,38.383,38.383,0,-17.818,-17.818,0,5.357
1_5,3_4_6_1,40.132,41.828,43.045,42.54,-13.228,-16.252,-21.821,-17.835,1.091,1.164,1.09,1.013,0.656,-7.091,-0.27,0.06,-0.27,0,0.25,0.222,-0.4,0.194,1.53,1.53,1,1.08,334.486,98.427,334.486,60.96,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,9.085,8.508,40.132,41.828,40.132,-1.695,-21.821,-17.835,-3.986,8.508
1_9,3_6_6_5,28.858,34.736,35.157,37.801,-14.892,-11.754,-17.151,-17.873,0.979,1.108,1.064,1.051,0.568,-7,-0.27,-0.2,0,0,0.14,0.216,-0.364,-0.272,1.53,1,1,2.25,334.486,642.238,60.96,60.96,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,9.784,6.313,28.858,34.736,28.858,-5.878,-17.151,-17.873,0.721,6.313
3_3,4_6_3_9,37.762,37.762,37.951,37.951,-17.105,-17.105,-17.933,-17.933,0.882,1.08,0.898,1.126,-1.16,-8.052,-0.17,0.42,0,0.06,-0.116,0.249,-0.361,0.505,1.5,1,1.08,1.1,185.535,291.269,60.96,98.427,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,5.954,9.972,37.762,37.762,37.762,0,-17.933,-17.933,0,5.954
1_2,4_6_6_7,31.936,30.91,33.593,32.748,-16.56,-16.366,-18.388,-17.938,1.052,1.09,0.995,1.012,-0.592,-7.024,-0.17,-0.01,0,0,-0.195,0.234,-0.288,-0.236,1.5,1,1,2.7,185.535,636.378,60.96,60.96,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,8.716,6.664,31.936,30.91,30.91,1.026,-18.388,-17.938,-0.45,6.664
1_9,3_6_3_7,28.79,34.287,32.603,36.943,-7.733,-8.751,-12.425,-17.946,0.985,1.157,0.984,1.105,-0.446,-6.881,-0.27,-0.01,0,0.06,0.186,0.227,-0.43,0.435,1.53,1,1.08,2.7,334.486,636.378,60.96,98.427,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.771,6.194,28.79,34.287,28.79,-5.497,-12.425,-17.946,5.52,6.194
9_9,2_3_6_2,35.614,35.614,35.876,35.876,-15.829,-15.829,-17.951,-17.951,1.107,0.931,0.942,1.008,-2.119,-8.727,0.66,0.66,0.06,0,-0.417,0.314,0.488,-0.227,1.02,1.08,1,1.02,164.182,164.182,98.427,60.96,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,7.07,6.991,35.614,35.614,35.614,0,-17.951,-17.951,0,6.991
1_2,4_6_6_8,32.12,33.457,33.856,35.047,-17.635,-17.047,-18.308,-17.964,0.949,1.066,0.894,1.078,-0.818,-7.876,-0.17,0.45,0,0,-0.153,0.24,-0.308,-0.157,1.5,1,1,1.75,185.535,467.957,60.96,60.96,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,8.49,7.516,32.12,33.457,32.12,-1.337,-18.308,-17.964,-0.344,7.516
8_8,4_6_6_3,28.573,28.573,31.573,31.573,-14.838,-14.838,-17.975,-17.975,0.978,1.109,1.064,1.051,0.569,-6.995,-0.17,-0.27,0,0,0.141,0.216,-0.368,-0.275,1.5,1,1,1.53,185.535,334.486,60.96,60.96,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,10.015,6.324,28.573,28.573,28.573,0,-17.975,-17.975,0,6.324
1_7,2_2_6_6,34.999,36.53,34.451,36.406,-17.435,-17.975,-18.633,-17.983,1.119,0.874,1.087,1.055,-0.827,-8.248,0.66,0,-0.2,0,-0.386,0.296,0.073,-0.276,1.02,2.25,1,1,164.182,60.96,642.238,60.96,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,6.787,8.056,34.451,36.406,34.451,-1.955,-18.633,-17.983,-0.65,6.787
4_8,2_6_1_2,32.377,31.719,33.794,33.264,-16.01,-15.475,-17.859,-18.029,0.966,1.011,0.978,1.062,-2.519,-9.082,0.66,0.66,0,0.66,-0.236,0.32,-0.106,-0.159,1.02,1,1.02,1.02,164.182,164.182,60.96,164.182,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,6.379,8.917,32.377,31.719,31.719,0.658,-17.859,-18.029,0.171,6.379
3_3,2_1_4_2,28.865,28.865,25.845,25.845,-17.033,-17.033,-18.056,-18.056,1.017,1.043,0.937,1.127,-2.402,-8.792,0.66,0.66,0.66,-0.27,-0.218,0.326,-0.139,0.405,1.02,1.02,1.53,1.02,164.182,164.182,164.182,334.486,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,4.712,10.712,25.845,25.845,25.845,0,-18.056,-18.056,0,4.712
2_9,5_3_3_4,33.007,34.666,35.044,35.258,-7.44,-8.028,-18.755,-18.075,1.037,1.013,1.005,1.039,0.198,-7.787,-0.2,-0.17,0.06,0.06,-0.275,0.263,0.338,0.348,2.25,1.08,1.08,1.5,642.238,185.535,98.427,98.427,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,9.729,6.047,33.007,34.666,33.007,-1.659,-18.755,-18.075,-0.68,6.047
5_9,2_6_4_6,34.218,36.865,35.198,39.762,-19.231,-18.254,-19.718,-18.101,1.158,1.055,1.008,1.022,-1.043,-8.12,0.66,0,0,-0.27,-0.352,0.296,-0.19,0.262,1.02,1,1.53,1,164.182,60.96,60.96,334.486,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,7.832,7.412,34.218,36.865,34.218,-2.647,-19.718,-18.254,-1.464,7.412
6_8,3_3_1_7,27.858,29.32,30.458,28.944,-17.715,-15.823,-23.493,-18.163,1.052,1.027,1.116,0.923,-1.387,-7.304,-0.27,-0.01,0.06,0.66,0.083,0.243,0.324,-0.228,1.53,1.08,1.02,2.7,334.486,636.378,98.427,164.182,0.895,1.043,-0.348,-9.411,0,0.45,-0.35,-0.368,1,1.75,60.96,467.957,8.024,6.955,27.858,28.944,27.858,-1.085,-23.493,-18.163,-5.33,6.955
4_9,4_4_6_7,34.87,29.46,35.748,32.359,-3.095,-2.547,-18.769,-18.203,1.044,1.029,1.042,1.04,-0.583,-7.05,-0.17,-0.01,-0.27,0,-0.266,0.247,0.267,-0.275,1.5,1.53,1,2.7,185.535,636.378,334.486,60.96,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.32,6.504,34.87,29.46,29.46,5.409,-18.769,-18.203,-0.566,6.504
1_9,2_1_6_5,37.032,34.364,37.951,38.233,-15.078,-12.813,-16.915,-18.216,1.023,0.986,1.088,0.938,-1.874,-8.402,0.66,-0.2,0.66,0,-0.285,0.312,-0.079,-0.29,1.02,1.02,1,2.25,164.182,642.238,164.182,60.96,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,7.343,7.715,37.032,34.364,34.364,2.669,-16.915,-18.216,1.302,7.343
4_6,3_4_3_7,38.267,38.064,38.817,39.472,-17.837,-11.494,-21.742,-18.248,0.998,1.123,0.927,1.112,-0.486,-6.889,-0.27,-0.01,-0.27,0.06,0.117,0.237,0.138,0.393,1.53,1.53,1.08,2.7,334.486,636.378,334.486,98.427,0.975,1.037,1.376,-8.571,-0.17,0,-0.226,-0.472,1.5,1,185.535,60.96,8.085,8.265,38.267,38.064,38.064,0.203,-21.742,-18.248,-3.494,8.085
7_9,1_1_3_3,34.539,34.124,33.752,35.48,-13.445,-14.01,-21.429,-18.291,0.903,1.157,1.039,1.038,-0.676,-7.797,0.06,-0.27,0.66,0.06,0.366,0.251,-0.33,0.319,1.08,1.02,1.08,1.53,98.427,334.486,164.182,98.427,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.339,6.709,33.752,34.124,33.752,-0.372,-21.429,-18.291,-3.138,6.709
7_7,4_6_4_6,39.264,39.264,39.484,39.484,-9.673,-9.673,-18.3,-18.3,1.096,1.141,0.987,1.091,0.416,-7.57,-0.17,0,0,-0.27,-0.178,0.24,-0.328,0.288,1.5,1,1.53,1,185.535,60.96,60.96,334.486,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,7.698,7.029,39.264,39.264,39.264,0,-18.3,-18.3,0,7.029
5_5,2_6_1_6,41.032,41.032,36.228,36.228,-13.361,-13.361,-18.336,-18.336,1.091,0.961,1.099,0.849,-1.616,-8.781,0.66,0,0,0.66,-0.343,0.298,-0.143,-0.219,1.02,1,1.02,1,164.182,60.96,60.96,164.182,1.004,1.004,1.342,-8.123,-0.2,-0.2,-0.226,-0.226,2.25,2.25,642.238,642.238,6.507,10.123,36.228,36.228,36.228,0,-18.336,-18.336,0,6.507
4_9,2_1_2_6,33.655,31.524,32.92,33.359,-16.682,-17.795,-16.767,-18.351,1.013,0.994,1.044,1.011,-1.764,-8.71,0.66,0,0.66,-0.2,-0.265,0.316,-0.076,-0.049,1.02,1.02,2.25,1,164.182,60.96,164.182,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,7.139,8.164,32.92,31.524,31.524,1.396,-16.767,-18.351,1.583,7.139
8_8,4_1_1_9,32.387,32.387,33.662,33.662,-17.631,-17.631,-18.414,-18.414,0.848,1.142,1.015,0.957,-2.138,-8.79,-0.17,0.42,0.66,0.66,-0.035,0.273,-0.211,-0.088,1.5,1.02,1.02,1.1,185.535,291.269,164.182,164.182,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,7.308,8.119,32.387,32.387,32.387,0,-18.414,-18.414,0,7.308
1_4,3_1_4_9,38.531,40.319,41.892,43.254,-8.574,-16.772,-17.695,-18.435,0.881,1.216,0.895,1.151,-1.007,-7.925,-0.27,0.42,0.66,-0.27,0.312,0.256,-0.358,0.423,1.53,1.02,1.53,1.1,334.486,291.269,164.182,334.486,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.433,9.581,38.531,40.319,38.531,-1.789,-17.695,-18.435,0.741,7.433
8_9,3_6_4_4,21.668,24.113,23.883,25.645,-11.663,-16.652,-25.792,-18.441,1.059,1.169,1.02,1.066,0.769,-6.995,-0.27,-0.17,0,-0.27,0.162,0.222,-0.408,0.279,1.53,1,1.53,1.5,334.486,185.535,60.96,334.486,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,9.895,5.409,21.668,24.113,21.668,-2.445,-25.792,-18.441,-7.352,5.409
7_8,1_4_6_9,34.813,36.122,35.02,34.94,-14.28,-15.247,-17.389,-18.443,0.985,1.074,1.034,1.115,-1.136,-7.971,0.06,0.42,-0.27,0,0.231,0.233,0.169,-0.202,1.08,1.53,1,1.1,98.427,291.269,334.486,60.96,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.776,7.041,34.813,34.94,34.813,-0.127,-17.389,-18.443,1.054,6.776
1_6,3_2_1_9,38.223,39.415,38.094,39.866,-18.414,-18.313,-18.575,-18.444,0.954,1.12,1.019,1.074,-1.628,-7.678,-0.27,0.42,-0.2,0.66,0.197,0.235,-0.143,-0.082,1.53,2.25,1.02,1.1,334.486,291.269,642.238,164.182,0.983,1.082,1.33,-8.949,0.06,0,0.223,-0.568,1.08,1,98.427,60.96,7.321,9.008,38.094,39.415,38.094,-1.321,-18.575,-18.444,-0.131,7.321
3_4,2_6_2_5,45.623,45.812,48.72,51.19,-3.088,-1.368,5.657,-18.446,1.181,1.039,1.017,0.963,-0.52,-7.942,0.66,-0.2,0,-0.2,-0.394,0.291,-0.122,-0.059,1.02,1,2.25,2.25,164.182,642.238,60.96,642.238,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.947,9.773,45.623,45.812,45.623,-0.19,-3.088,-18.446,15.358,6.947
5_8,2_3_2_9,49.602,46.181,47.009,44.855,2.6,-11.768,-18.897,-18.481,1.201,0.792,0.934,1.003,-1.562,-8.768,0.66,0.42,0.06,-0.2,-0.444,0.317,0.515,-0.014,1.02,1.08,2.25,1.1,164.182,291.269,98.427,642.238,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,7.328,8.422,47.009,44.855,44.855,2.154,-18.897,-18.481,-0.416,7.328
3_8,2_6_3_8,35.732,38.027,38.781,39.03,-8.718,-9.7,-12.299,-18.49,1.018,0.935,0.935,1.079,-1.921,-8.65,0.66,0.45,0,0.06,-0.309,0.302,-0.22,0.475,1.02,1,1.08,1.75,164.182,467.957,60.96,98.427,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,6.226,8.741,35.732,38.027,35.732,-2.295,-12.299,-18.49,6.19,6.226
8_9,2_4_2_6,37.507,34.562,36.811,38.261,-17.014,-16.364,-19.43,-18.496,1.163,0.86,1.115,1.131,-0.29,-8.356,0.66,0,-0.27,-0.2,-0.447,0.302,0.419,-0.097,1.02,1.53,2.25,1,164.182,60.96,334.486,642.238,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,8.836,6.77,36.811,34.562,34.562,2.248,-19.43,-18.496,-0.934,6.77
